Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre,Expérience numérique
Structural Aerospace Morocco recrute des Préparateurs Méthodes,Structural Aerospace Morocco,Casablanca,"Aéronautique, Procédés",Non spécifié,Non spécifié,Non spécifié,"CATIA, ERP","Français, Anglais",Communication,https://www.dreamjob.ma/emploi/structural-aerospace-morocco-recrute-preparateurs-methodes/,
Floquet Monopole recrute Plusieurs Profils,Floquet Monopole,Fès,"Automobile, Logistique",Non spécifié,Bac+3,5 ans,Non spécifié,"Français, Anglais","Communication, Organisation, Proactivité, Rigueur",https://www.dreamjob.ma/emploi/floquet-monopole-recrute-plusieurs-profils/,5.0
Bottu recrute Plusieurs Profils pour 2024,Bottu,Casablanca,"Agroalimentaire, Pharmaceutique",Stage,Bac+2,1 an,SQL,Anglais,"Flexibilité, Rigueur",https://www.dreamjob.ma/emploi/bottu-recrute-plusieurs-profils-pour-2024/,1.0
Nouvelles Offres d’Emploi chez SNOP,Non spécifié,Tanger,"Automobile, Logistique",Non spécifié,Bac+2,5 ans,"AMDEC, GMAO",Anglais,"Autonomie, Autonomie, Communication, Force de proposition, Gestion de projet, Innovation, Organisation, Organisation, Relationnel, Travail en équipe",https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-snop/,5.0
Sofimed recrute des Technico-Commerciaux,Sofimed,Casablanca,"Chimie, Construction, Énergie",CDI,Non spécifié,Non spécifié,SPC,Non spécifié,"Communication, Organisation",https://www.dreamjob.ma/emploi/sofimed-recrute-des-technico-commerciaux/,
Antolin recrute des Designers sur Tanger,Antolin,Tanger,Automobile,Non spécifié,Bac+2,Non spécifié,Non spécifié,Anglais,"Communication, Innovation, Travail en équipe",https://www.dreamjob.ma/emploi/antolin-recrute-designers/,
JESA OCP recrute des Superviseurs Salaire 20000 Dhs,JESA OCP,Non spécifié,Construction,Non spécifié,Bac+5,5 ans,Non spécifié,Anglais,Innovation,https://www.dreamjob.ma/emploi/jesa-ocp-recrute-superviseurs/,5.0
Waterleau Maroc recrute pour de Nouveaux Postes,Waterleau Maroc,Casablanca,"Chimie, Énergie",Non spécifié,Bac+2,2 ans,Non spécifié,Non spécifié,"Autonomie, Autonomie, Créativité, Rigueur",https://www.dreamjob.ma/emploi/waterleau-maroc-recrute-pour-de-nouveaux-postes/,2.0
Bel recrute Plusieurs Profils,Bel,Casablanca,"Agroalimentaire, Logistique, Procédés",Stage,Bac+5,6 ans,"Automatisme, Excel, SAP","Français, Anglais, Arabe","Communication, Gestion de projet, Innovation, Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/bel-recrute-plusieurs-profils-2023/,6.0
Sews Cabind Maroc recrute des Chefs de Projets,Sews Cabind Maroc,Casablanca,Automobile,Non spécifié,Bac+5,3 ans,Non spécifié,Non spécifié,Rigueur,https://www.dreamjob.ma/emploi/sews-cabind-maroc-recrute-chefs-projets/,3.0
Sews Cabind Maroc recrute des Responsables Equipe de Nuit,Sews Cabind Maroc,Casablanca,Automobile,Non spécifié,Bac+5,5 ans,Non spécifié,Non spécifié,Rigueur,https://www.dreamjob.ma/emploi/sews-cabind-maroc-recrute-responsables-equipe-nuit/,5.0
SCIF recrute pour Divers Postes sur Casablanca,SCIF,Casablanca,"Construction, Ferroviaire",Non spécifié,Bac+5,2 ans,Non spécifié,"Français, Anglais",Organisation,https://www.dreamjob.ma/emploi/scif-recrute-pour-divers-postes/,2.0
Alten recrute des Préparateurs Industriels,Alten,Tétouan,"Automobile, Aéronautique, Ferroviaire, Naval, Procédés",Non spécifié,Bac+5,4 ans,"Autocad, CATIA, Excel, Modélisation, VBA","Français, Anglais","Gestion de projet, Innovation",https://www.dreamjob.ma/emploi/alten-recrute-des-preparateur-industriels/,4.0
Joubert Maroc recrute pour ces 5 Postes sur Kénitra,Joubert Maroc,Kénitra,"Automobile, Logistique",Stage,Non spécifié,2 ans,Non spécifié,Anglais,"Gestion de projet, Initiative, Innovation, Organisation",https://www.dreamjob.ma/emploi/joubert-maroc-recrute-pour-ces-5-postes-sur-kenitra/,2.0
SEGULA Technologies recrute des Pilotes d’Etudes,SEGULA Technologies,Casablanca,"Automobile, Aéronautique, Ferroviaire, Naval, Énergie",Non spécifié,Non spécifié,3 ans,APQP,"Français, Anglais","Gestion de projet, Innovation",https://www.dreamjob.ma/emploi/segula-technologies-recrute-pilotes-etudes/,3.0
Leoni recrute des Techniciens Méthode Stagiaires,Leoni,Berrechid,"Automobile, Construction, Logistique, Énergie",Stage,Non spécifié,Non spécifié,Autocad,Non spécifié,"Autonomie, Communication, Innovation",https://www.dreamjob.ma/stage/leoni-recrute-techniciens-methode-stagiaires/,
Waterleau Maroc recrute Plusieurs Profils 2023,Waterleau Maroc,Non spécifié,Énergie,Non spécifié,Bac+2,2 ans,Autocad,Non spécifié,Autonomie,https://www.dreamjob.ma/emploi/waterleau-maroc-recrute-plusieurs-profils-2023/,2.0
Concours de Recrutement ONHYM 2023 (23 Postes),Non spécifié,Non spécifié,"Chimie, Minier",Non spécifié,Bac+2,1 an,Automatisme,"Français, Anglais","Autonomie, Autonomie, Communication, Initiative, Leadership, Organisation, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi-public/concours-recrutement-onhym-2023/,1.0
FEV recrute Plusieurs Profils 2023,FEV,Casablanca,"Automobile, Logistique",Non spécifié,Bac+5,1 à 3 ans,"Excel, MATLAB, SIMULINK","Français, Anglais",Communication,https://www.dreamjob.ma/emploi/fev-recrute-plusieurs-profils-2023/,2.0
Scania recrute Plusieurs Profils,Scania,Casablanca,Automobile,Non spécifié,Bac+5,3 ans,Non spécifié,"Français, Anglais","Communication, Organisation, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/scania-recrute-plusieurs-profils/,3.0
SNOP recrute des Stagiaires dans Plusieurs Départements,SNOP,Kénitra,"Automobile, Logistique",Stage,Bac+2,Non spécifié,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/stage/snop-recrute-stagiaires/,
Devenez Chef de Projet chez Bontaz Maroc et propulsez votre carrière!,Non spécifié,Rabat,Automobile,Non spécifié,Bac+5,5 ans,ERP,Anglais,"Adaptabilité, Autonomie, Communication, Gestion de projet, Innovation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/devenez-chef-de-projet-chez-bontaz-maroc-et-propulsez-votre-carriere/,5.0
CTR ouvre 4 postes à saisir à Casablanca,CTR,Casablanca,"Construction, Construction, Logistique",Non spécifié,Bac+2,5 ans,"Autocad, CAO",Non spécifié,"Gestion de projet, Leadership, Organisation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/ctr-ouvre-4-postes-a-saisir-a-casablanca/,5.0
Super Auto Group recrute 7 profils dans plusieurs villes,Super Auto Group,Casablanca,"Automobile, Logistique",CDI,Bac+2,3 à 5 ans,Non spécifié,"Français, Anglais","Autonomie, Organisation, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/super-auto-group-recrute-7-profils-dans-plusieurs-villes/,4.0
Digital Virgo recrute 4 profils à Casablanca,Digital Virgo,Casablanca,Énergie,Stage,Bac+3,7 à 10 ans,Non spécifié,"Français, Anglais, Arabe","Autonomie, Communication, Force de proposition, Gestion de projet, Initiative, Innovation, Organisation, Organisation, Réactivité",https://www.dreamjob.ma/emploi/digital-virgo-recrute-4-profils-a-casablanca/,8.5
6 Postes à saisir chez PROMAN à El Jadida et Youssoufia,Non spécifié,Youssoufia,"Construction, Logistique",Intérim,Non spécifié,2 ans,Non spécifié,Anglais,"Autonomie, Organisation, Rigueur, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/6-postes-a-saisir-chez-proman-a-el-jadida-et-youssoufia/,2.0
"Smeia ouvre plusieurs postes à Casablanca, Marrakech, Rabat et plus !",Smeia,Casablanca,Automobile,Non spécifié,Bac+3,5 ans,ERP,Non spécifié,"Gestion de projet, Innovation, Relationnel",https://www.dreamjob.ma/emploi/smeia-ouvre-plusieurs-postes-a-casablanca-marrakech-rabat-et-plus/,5.0
Offres d’emploi à Mohammedia: Rejoignez la Briqueterie Jbel Annour,Non spécifié,Mohammedia,Construction,CDI,Bac+3,5 ans,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/emploi/offres-demploi-a-mohammedia-rejoignez-la-briqueterie-jbel-annour/,5.0
DAMA: (5) Postes Ouverts sur Plusieurs Villes,Non spécifié,Casablanca,"Automobile, Logistique",Intérim,Bac+2,3 ans,ERP,Anglais,"Communication, Leadership, Proactivité, Rigueur",https://www.dreamjob.ma/emploi/dama-5-postes-ouverts-sur-plusieurs-villes/,3.0
Continental est à la Recherche de Nouveaux Profils,Non spécifié,Tanger,"Automobile, Logistique",Non spécifié,Bac+2,1 à 3 ans,"5S, Excel, SAP, SPC",Anglais,"Flexibilité, Innovation, Travail en équipe",https://www.dreamjob.ma/emploi/continental-est-a-la-recherche-de-nouveaux-profils/,2.0
(4) Postes à Pourvoir chez APM Terminals,Non spécifié,Tanger,Logistique,Non spécifié,Non spécifié,9 ans,Lean,Anglais,"Autonomie, Communication, Gestion de projet, Leadership, Travail en équipe",https://www.dreamjob.ma/emploi/4-postes-a-pourvoir-chez-apm-terminals/,9.0
Netafim recrute! De Nombreuses Opportunités vous Attendent,Netafim,Non spécifié,"Logistique, Plasturgie, Procédés",Stage,Bac+2,3 ans,"Automatisme, ERP",Non spécifié,"Communication, Créativité, Gestion de projet, Innovation, Organisation, Rigueur, Résolution de problèmes, Travail en équipe",https://www.dreamjob.ma/emploi/netafim-recrute-de-nombreuses-opportunites-vous-attendent/,3.0
BESIX TGCC recrute Plusieurs Profils,BESIX TGCC,Rabat,Construction,Non spécifié,Non spécifié,10 ans,Non spécifié,"Français, Anglais","Autonomie, Communication, Organisation",https://www.dreamjob.ma/emploi/besix-tgcc-recrute-plusieurs-profils-2024/,10.0
Michoc recrute Plusieurs Profils,Michoc,Casablanca,Agroalimentaire,Non spécifié,Bac+2,2 à 3 ans,GMAO,Anglais,"Communication, Créativité, Innovation, Leadership, Organisation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/michoc-recrute-plusieurs-profils/,2.5
(10) Nouvelles Offres d’Emploi chez RATP Dev,Non spécifié,Casablanca,"Automobile, Ferroviaire, Logistique",Non spécifié,Bac+2,5 ans,Non spécifié,"Français, Anglais, Arabe","Autonomie, Communication, Réactivité, Résolution de problèmes",https://www.dreamjob.ma/emploi/10-nouvelles-offres-demploi-chez-ratp-dev/,5.0
Nouvelles Offres d’Emploi chez FILMOD,Non spécifié,Casablanca,"Logistique, Énergie",Stage,Bac+2,2 ans,"5S, CAO, GMAO, Lean","Français, Anglais","Autonomie, Force de proposition, Initiative, Organisation, Polyvalence, Proactivité, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-filmod/,2.0
(9) Nouvelles Offres d’Emploi chez RATP Dev,Non spécifié,Casablanca,"Automobile, Ferroviaire, Logistique",Non spécifié,Bac+2,5 ans,Non spécifié,"Français, Anglais, Arabe","Autonomie, Communication, Réactivité, Résolution de problèmes",https://www.dreamjob.ma/emploi/9-nouvelles-offres-demploi-chez-ratp-dev/,5.0
Colas Maroc recrute pour Divers Postes sur Casablanca,Colas Maroc,Casablanca,Construction,Non spécifié,Bac+2,7 à 10 ans,Non spécifié,"Français, Anglais, Arabe","Innovation, Organisation",https://www.dreamjob.ma/emploi/colas-maroc-recrute-pour-divers-postes/,8.5
(7) Nouvelles Offres d’Emploi chez RATP Dev,Non spécifié,Casablanca,"Automobile, Logistique",Non spécifié,Bac+2,5 ans,Non spécifié,"Français, Anglais, Arabe","Autonomie, Communication, Résolution de problèmes",https://www.dreamjob.ma/emploi/7-nouvelles-offres-demploi-chez-ratp-dev/,5.0
SEBN MA recrute pour ces 12 Postes,SEBN MA,Non spécifié,"Automobile, Logistique",Non spécifié,Bac+2,2 à 3 ans,Excel,"Français, Anglais","Initiative, Leadership, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-recrute-12-postes/,2.5
FILMOD recrute Plusieurs Profils,FILMOD,Casablanca,Logistique,Non spécifié,Bac+2,3 ans,"CAO, SQL","Français, Anglais","Force de proposition, Leadership, Organisation, Polyvalence, Proactivité, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/filmod-recrute-plusieurs-profils/,3.0
Galvamed recrute Plusieurs Profils,Galvamed,Skhirat,Logistique,Non spécifié,Bac+2,2 ans,"Excel, GMAO, Python, SQL",Français,"Autonomie, Autonomie, Communication, Organisation, Rigueur, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/galvamed-recrute-plusieurs-profils/,2.0
Campagne de Recrutement SEBN MA 2023,Non spécifié,Salé,"Automobile, Logistique",Non spécifié,Bac+2,1 à 2 ans,Excel,"Français, Anglais","Initiative, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/campagne-recrutement-sebn-ma-2023/,1.5
International Paper recrute Plusieurs Profils 2023,International Paper,Casablanca,Logistique,CDI,Bac+2,8 à 10 ans,Non spécifié,Anglais,"Leadership, Organisation, Relationnel, Rigueur, Résolution de problèmes, Travail en équipe",https://www.dreamjob.ma/emploi/cmcp-international-paper-recrute-plusieurs-profils-2023/,9.0
CMSP recrute Plusieurs Profils (10 Postes),CMSP,Non spécifié,"Construction, Logistique, Procédés",Non spécifié,Bac+2,4 ans,Non spécifié,"Français, Anglais","Communication, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/cmsp-recrute-plusieurs-profils/,4.0
SEBN MA recrute Plusieurs Profils 2023,SEBN MA,Tanger,"Automobile, Logistique",Non spécifié,Bac+2,8 ans,APQP,Non spécifié,"Initiative, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-recrute-plusieurs-profils-2023/,8.0
"Recrutement de Techniciens, Mécaniciens et Conducteurs Machines en France",Non spécifié,Non spécifié,Agroalimentaire,CDI,Bac+2,5 ans,GMAO,Français,"Autonomie, Force de proposition, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/recrutement-techniciens-mecaniciens-conducteurs-machines-france/,5.0
Al Maghribia Lil Istitmar recrute Plusieurs Profils 2023,Al Maghribia Lil Istitmar,Non spécifié,"Agroalimentaire, Automobile, Construction, Logistique",Non spécifié,Bac+2,5 ans,Non spécifié,Français,"Organisation, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/al-maghribia-lil-istitmar-recrute-plusieurs-profils-2023/,5.0
Coca Cola recrute Plusieurs Profils,Coca Cola,Casablanca,Agroalimentaire,Non spécifié,Bac+2,5 ans,"Modélisation, SAP, SQL","Français, Anglais","Communication, Force de proposition, Gestion de projet, Rigueur",https://www.dreamjob.ma/emploi/coca-cola-recrute-plusieurs-profils/,5.0
(9) Offres d’Emploi chez Crouzet sur Casablanca,Non spécifié,Casablanca,"Aéronautique, Ferroviaire, Procédés",Stage,Bac+2,2 ans,"CAO, Lean","Français, Anglais","Communication, Organisation, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/9-offres-demploi-chez-crouzet/,2.0
Campagne de Recrutement Auto Hall (13 Profils),Non spécifié,Casablanca,"Automobile, Construction, Logistique",Stage,Bac+2,3 à 5 ans,Non spécifié,Non spécifié,Gestion de projet,https://www.dreamjob.ma/emploi/auto-hall-campagne-recrutement/,4.0
35 Offres d’Emploi sur Plusieurs Villes – N°5 2023,Non spécifié,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Construction, Chimie, Logistique, Procédés",CDI,Bac+2,1 an,"Autocad, Automatisme, Excel, SAP, SQL","Français, Anglais","Communication, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/offres-demploi-n5-2023/,1.0
30 Offres d’Emploi sur Plusieurs Villes – N°4 2023,Non spécifié,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/offres-demploi-n4-2023/,2.0
SCS Group recrute Plusieurs Profils 2023,SCS Group,Tanger,Automobile,Stage,Bac+2,3 ans,Non spécifié,"Français, Français, Anglais","Autonomie, Communication, Organisation",https://www.dreamjob.ma/emploi/scs-group-recrute-plusieurs-profils-2023/,3.0
28 Offres d’Emploi sur Plusieurs Villes – N°3 2023,Non spécifié,Non spécifié,"Automobile, Logistique",CDI,Bac+2,5 ans,ERP,"Français, Anglais","Autonomie, Communication, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/offres-demploi-n3-2023/,5.0
37 Offres d’Emploi sur Plusieurs Villes – N°1 2023,Non spécifié,Salé,"Agroalimentaire, Automobile, Construction, Logistique",Stage,Bac+2,1 an,"Automatisme, ERP, SAP","Français, Anglais, Arabe","Communication, Organisation",https://www.dreamjob.ma/emploi/offres-demploi-plusieurs-villes-n1-2023/,1.0
SNOP recrute Plusieurs Profils,SNOP,Tanger,"Automobile, Logistique",Stage,Bac+5,2 ans,"AMDEC, APQP, CATIA, ERP, SAP",Anglais,"Force de proposition, Innovation, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/snop-recrute-plusieurs-profils/,2.0
Résultats Concours RADEEMA 2022 (30 postes),Non spécifié,Marrakech,"Automobile, Procédés",Non spécifié,Bac+2,2 ans,Automatisme,Non spécifié,"Autonomie, Autonomie, Organisation",https://www.dreamjob.ma/emploi-public/concours-recrutement-radeema-2022/,2.0
Nouvelles offres d’emploi chez Construction Management Services,Non spécifié,Non spécifié,"Construction, Construction, Énergie",Non spécifié,Bac+2,3 ans,"Autocad, DAO, Modélisation, Ms project","Français, Anglais, Arabe","Autonomie, Autonomie, Communication, Force de proposition, Gestion de projet, Organisation, Organisation, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-construction-management-services/,3.0
Nouvelles Offres d’Emploi chez FEV,Non spécifié,Non spécifié,"Automobile, Construction",Stage,Bac+2,4 ans,"Automatisme, Excel, GMAO, MATLAB, SIMULINK","Français, Anglais",Non spécifié,https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-fev/,4.0
Lesaffre recrute Plusieurs Profils,Lesaffre,Errachidia,"Agroalimentaire, Automobile, Pharmaceutique",Intérim,Bac+2,2 ans,"5S, Excel, Lean, Lean manufacturing, Robotique","Français, Anglais","Autonomie, Autonomie, Communication, Gestion de projet, Innovation, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/lesaffre-recrute-plusieurs-profils/,2.0
Proma Industrie recrute Plusieurs Profils,Proma Industrie,Kénitra,"Automobile, Chimie, Construction, Logistique, Procédés",Stage,Bac+2,3 ans,"5S, Automatisme, ERP, SAP","Français, Anglais","Autonomie, Autonomie, Communication, Flexibilité, Force de proposition, Initiative, Innovation, Leadership, Organisation, Polyvalence, Proactivité, Relationnel, Rigueur, Réactivité, Résolution de problèmes, Travail en équipe, Travail en équipe",https://www.dreamjob.ma/emploi/proma-industries-recrute-plusieurs-profils/,3.0
