Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre
Expleo Maroc: postes ouverts pour consultants passionnés d’innovation R&D,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,40 ans,Excel,Non spécifié,"Autonomie, Innovation, Relationnel",https://www.dreamjob.ma/emploi/expleo-maroc-postes-ouverts-pour-consultants-passionnes-dinnovation-rd/
Industrie minière: des postes ouverts chez Aya Gold & Silver,Non spécifié,Non spécifié,Minier,CDI,Bac+5,6 ans,Non spécifié,Non spécifié,"Adaptabilité, Communication, Organisation, Rigueur",https://www.dreamjob.ma/emploi/industrie-miniere-des-postes-ouverts-chez-aya-gold-silver/
Offres d’emploi à Maghreb Steel: rejoignez la sidérurgie marocaine avec des postes clés,Non spécifié,Non spécifié,"Logistique, Métallurgie, Procédés",Non spécifié,Bac+2,4 à 6 ans,"5S, ERP, Kaizen, Lean",Anglais,"Innovation, Rigueur",https://www.dreamjob.ma/emploi/offres-demploi-a-maghreb-steel-rejoignez-la-siderurgie-marocaine-avec-des-postes-cles/
Concours de Recrutement Atlas Multiservices 2025 (96 Pilotes de ligne),Non spécifié,Non spécifié,Aéronautique,Non spécifié,Non spécifié,27 ans,Non spécifié,Non spécifié,Initiative,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-atlas-multiservices-2025-96-pilotes-de-ligne/
Concours de Recrutement OFPPT 2025 (177 Postes),Non spécifié,Non spécifié,"Agroalimentaire, Aéronautique, Chimie, Construction, Logistique",Non spécifié,Non spécifié,Non spécifié,"Automatisme, Robotique",Français,Communication,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-ofppt-2025-177-postes/
Groupe Al Omrane recrute des Ingénieurs Conception et Développement SI,Groupe Al Omrane,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,SQL,Non spécifié,"Adaptabilité, Réactivité",https://www.dreamjob.ma/emploi-public/groupe-al-omrane-recrute-ingenieurs-conception-developpement-si/
Autoroutes du Maroc recrute des Ingénieurs Conception et Développement SI,Autoroutes du Maroc,Non spécifié,Non spécifié,Stage,Bac+5,Non spécifié,"Python, SQL",Non spécifié,"Adaptabilité, Réactivité",https://www.dreamjob.ma/emploi-public/autoroutes-du-maroc-recrute-ingenieurs-conception-developpement-si/
SKYLARK Services recrute des ingénieurs en CDI,SKYLARK Services,Casablanca,Non spécifié,CDI,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Autonome, Autonomie, Organisation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/skylark-services-recrute-des-ingenieurs-en-cdi/
OBTEL BET embauche des ingénieurs et techniciens en fluides,Non spécifié,Tétouan,Non spécifié,Non spécifié,Non spécifié,3 ans,"Autocad, Excel, Modélisation",Non spécifié,"Autonomie, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/obtel-bet-embauche-des-ingenieurs-et-techniciens-en-fluides/
Techniciens et ingénieurs recherchés par Akkodis,Non spécifié,Casablanca,Aéronautique,CDI,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Rigueur,https://www.dreamjob.ma/emploi/techniciens-et-ingenieurs-recherches-par-akkodis/
HPS recrute des ingénieurs Java à Casablanca,HPS,Casablanca,Non spécifié,CDI,Non spécifié,2 à 5 ans,Non spécifié,Anglais,"Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/hps-recrute-des-ingenieurs-java-a-casablanca/
HPS recrute des ingénieurs Java Angular en CDI,HPS,Casablanca,Non spécifié,CDI,Non spécifié,3 ans,Non spécifié,Non spécifié,"Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/hps-recrute-des-ingenieurs-java-angular-en-cdi/
Accenture recrute deux ingénieurs télécoms à Rabat,Accenture,Rabat,Énergie,CDI,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Autonomie, Relationnel, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/accenture-recrute-deux-ingenieurs-telecoms-a-rabat/
Stages ingénieurs à saisir chez BTechnologie Rabat,Non spécifié,Rabat,Non spécifié,Stage,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Autonomie, Innovation, Travailler en équipe",https://www.dreamjob.ma/stage/stages-ingenieurs-a-saisir-chez-btechnologie-rabat/
Opportunités pour ingénieurs télécoms et réseaux à Rabat,Non spécifié,Rabat,Non spécifié,CDI,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/emploi/opportunites-pour-ingenieurs-telecoms-et-reseaux-a-rabat/
Ingénieur chef de projet réseaux recherché par le LPEE,Non spécifié,Casablanca,Non spécifié,Non spécifié,Non spécifié,3 ans,Non spécifié,Non spécifié,"Autonomie, Force de proposition, Organisation, Rigueur",https://www.dreamjob.ma/emploi-public/ingenieur-chef-de-projet-reseaux-recherche-par-le-lpee/
Hydro Advisor recrute sur Agadir: Techniciens Génie Civil et Ingénieur Chef de Projet,Hydro Advisor,Agadir,Construction,Non spécifié,Non spécifié,10 an,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi/hydro-advisor-recrute-sur-agadir-techniciens-genie-civil-et-ingenieur-chef-de-projet/
Concours Agence de Développement du Haut Atlas 2025 (2 Ingénieurs),Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,18 à 45 ans,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-agence-de-developpement-du-haut-atlas-2025-2-ingenieurs/
Fujikura offre des stages techniques pour jeunes ingénieurs,Non spécifié,Non spécifié,Automobile,Stage,Non spécifié,Non spécifié,"Kaizen, Lean, Lean manufacturing",Non spécifié,"Innovation, Rigueur",https://www.dreamjob.ma/stage/fujikura-offre-des-stages-techniques-pour-jeunes-ingenieurs/
Secteur automobile: Xiezhong Maroc recrute deux ingénieurs à Kénitra,Secteur automobile: Xiezhong Maroc,Kénitra,Automobile,Non spécifié,Bac+5,Non spécifié,Non spécifié,"Français, Anglais","Autonomie, Communication, Innovation, Rigueur",https://www.dreamjob.ma/emploi/secteur-automobile-xiezhong-maroc-recrute-deux-ingenieurs-a-kenitra/
"Cyclad recrute à Rabat: ingénieurs, experts cloud et chefs de projet marketing recherchés",Cyclad,Rabat,Non spécifié,Non spécifié,Non spécifié,3 ans,Non spécifié,Non spécifié,"Communication, Rigueur",https://www.dreamjob.ma/emploi/cyclad-recrute-a-rabat-ingenieurs-experts-cloud-et-chefs-de-projet-marketing-recherches/
"Recrutement Amanys Pharma – Ingénieurs, Techniciens et Chef de Projet SAP recherchés",Non spécifié,Non spécifié,"Chimie, Pharmaceutique, Procédés",CDI,"Bac+3, bac+4, bac+5",20 ans,"ERP, Ms project, SAP","Français, Anglais","Autonomie, Communication, Gestion de projet, Innovation, Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/recrutement-amanys-pharma-ingenieurs-techniciens-et-chef-de-projet-sap-recherches/
Amendis Tétouan recrute 5 ingénieurs: postes à pourvoir dès maintenant,Amendis Tétouan,Tétouan,Non spécifié,Non spécifié,Non spécifié,3 à 5 ans,"CAO, DAO",Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi/amendis-tetouan-recrute-5-ingenieurs-postes-a-pourvoir-des-maintenant/
Cyclad recrute – opportunités pour chefs de projet et ingénieurs,Cyclad,Non spécifié,Non spécifié,Non spécifié,Non spécifié,5 ans,Non spécifié,Anglais,"Communication, Gestion de projet",https://www.dreamjob.ma/emploi/cyclad-recrute-opportunites-pour-chefs-de-projet-et-ingenieurs/
VINCI Energies Maroc recrute des Ingénieurs Travaux expérimentés,VINCI Energies Maroc,Non spécifié,Énergie,Non spécifié,Non spécifié,75 ans,Non spécifié,Non spécifié,"Autonomie, Communication, Gestion de projet, Innovation, Rigueur",https://www.dreamjob.ma/emploi/vinci-energies-maroc-recrute-des-ingenieurs-travaux-experimentes/
Ingénieurs et techniciens recherchés: CENTRELEC lance une grande campagne de recrutement,Non spécifié,Non spécifié,"Automobile, Chimie, Énergie",Non spécifié,"Bac+2, bac+5",Non spécifié,Non spécifié,Non spécifié,"Organisation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/ingenieurs-et-techniciens-recherches-centrelec-lance-une-grande-campagne-de-recrutement/
OBTEL recrute d’urgence 3 ingénieurs génie civil à Marrakech,OBTEL,Marrakech,Non spécifié,Non spécifié,Non spécifié,5 ans,Non spécifié,Non spécifié,"Autonomie, Gestion de projet, Réactivité",https://www.dreamjob.ma/emploi/obtel-recrute-durgence-3-ingenieurs-genie-civil-a-marrakech/
Emploi ingénieur(e): des opportunités ouvertes en ouvrages d’art chez setec,Non spécifié,Non spécifié,Construction,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Innovation, Rigueur",https://www.dreamjob.ma/emploi/emploi-ingenieure-des-opportunites-ouvertes-en-ouvrages-dart-chez-setec/
"Opportunités Orange Business: ingénieurs, chefs de projets, marketing…",Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Python,Non spécifié,"Innovation, Leadership",https://www.dreamjob.ma/emploi/opportunites-orange-business-ingenieurs-chefs-de-projets-marketing/
Recrutement à Rabat: AFD Tech cherche des ingénieurs automobile,Recrutement à Rabat: AFD Tech,Rabat,Automobile,Non spécifié,Non spécifié,Non spécifié,CATIA,"Français, Anglais","Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/recrutement-a-rabat-afd-tech-cherche-des-ingenieurs-automobile/
AFD Technologies recrute des ingénieurs automobile pour Stellantis à Rabat,AFD Technologies,Rabat,Automobile,Non spécifié,Non spécifié,Non spécifié,CATIA,"Français, Anglais","Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/afd-technologies-recrute-des-ingenieurs-automobile-pour-stellantis-a-rabat/
"Rabat Région Mobilité recrute: 4 postes clés ouverts pour ingénieurs, RH, auditeurs et managers",Rabat Région Mobilité,Rabat,Non spécifié,Intérim,Bac+5,8 ans,Autocad,"Français, Arabe","Gestion de projet, Relationnel, Rigueur, Réactivité",https://www.dreamjob.ma/emploi-public/rabat-region-mobilite-recrute-4-postes-cles-ouverts-pour-ingenieurs-rh-auditeurs-et-managers/
Carrière en construction: SOGEA Maroc recherche des Ingénieurs Qualité,Non spécifié,Safi,Construction,Non spécifié,Non spécifié,5 ans,Non spécifié,Non spécifié,"Innovation, Organisation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/carriere-en-construction-sogea-maroc-recherche-des-ingenieurs-qualite/
Postes ouverts chez SGTM: Ingénieurs en Génie Environnement à pourvoir,Non spécifié,Non spécifié,"Btp, Construction",Non spécifié,Non spécifié,3 ans,Non spécifié,Non spécifié,"Innovation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/postes-ouverts-chez-sgtm-ingenieurs-en-genie-environnement-a-pourvoir/
Capgemini – Opportunités pour Développeurs et Ingénieurs,Non spécifié,Casablanca,"Automobile, Aéronautique, Ferroviaire, Énergie",CDI,Non spécifié,50 ans,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/emploi/capgemini-opportunites-pour-developpeurs-et-ingenieurs/
Opportunités pour Ingénieur et Développeur chez La Société Générale,Non spécifié,Casablanca,Non spécifié,Non spécifié,Bac+5,7 ans,SQL,Anglais,"Autonomie, Communication",https://www.dreamjob.ma/emploi/opportunites-pour-ingenieur-et-developpeur-chez-la-societe-generale/
Carrières pour Ingénieurs chez Novec,Non spécifié,Rabat,Construction,Non spécifié,Non spécifié,5 ans,Autocad,Non spécifié,"Autonomie, Communication, Organisation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/carrieres-pour-ingenieurs-chez-novec/
VINCI Energies Recrute: Ingénieurs Responsables d’Automatisme et Télégestion,VINCI Energies,Casablanca,Construction,Non spécifié,Non spécifié,8 ans,Automatisme,Non spécifié,"Autonomie, Communication",https://www.dreamjob.ma/emploi/vinci-energies-recrute-ingenieurs-responsables-dautomatisme-et-telegestion/
Centrale Danone Recrute: Ingénieur Projets – Amont Laitier,Centrale Danone,Casablanca,Non spécifié,Non spécifié,Non spécifié,70 ans,Non spécifié,Non spécifié,"Autonomie, Gestion de projet, Relationnel",https://www.dreamjob.ma/emploi/centrale-danone-recrute-ingenieur-projets-amont-laitier/
Carrière chez Vinci: Ingénieur(e)s de Travaux en Électricité à Pourvoir,Non spécifié,Casablanca,Construction,Non spécifié,Non spécifié,3 ans,Non spécifié,Non spécifié,Communication,https://www.dreamjob.ma/emploi/carriere-chez-vinci-ingenieures-de-travaux-en-electricite-a-pourvoir/
Akkodis Recrute des Ingénieurs (MBD),Akkodis,Casablanca,Construction,Non spécifié,Non spécifié,Non spécifié,"MATLAB, Modélisation, Robotique, SIMULINK",Non spécifié,"Initiative, Innovation",https://www.dreamjob.ma/emploi/akkodis-recrute-des-ingenieurs-mbd/
Stagiaires Ingénieurs Recherchés: Rejoignez Lear Corporation,Non spécifié,Non spécifié,Automobile,Stage,Bac+2,2 ans,Excel,Non spécifié,Non spécifié,https://www.dreamjob.ma/stage/stagiaires-ingenieurs-recherches-rejoignez-lear-corporation/
TE Connectivity Recherche des Ingénieurs Automatisations,Non spécifié,Tanger,Construction,Non spécifié,Bac+5,Non spécifié,"Automatisme, Robotique",Non spécifié,"Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/te-connectivity-recherche-des-ingenieurs-automatisations/
Vinci Energies Recherche des Ingénieur(e)s de Travaux,Non spécifié,Casablanca,Construction,Non spécifié,Non spécifié,3 ans,Non spécifié,Non spécifié,Communication,https://www.dreamjob.ma/emploi/vinci-energies-recherche-des-ingenieures-de-travaux/
Rejoignez Al Amana Microfinance en tant qu’Ingénieur de Développement,Non spécifié,Rabat,Non spécifié,Non spécifié,Bac+5,5 ans,Non spécifié,Non spécifié,"Communication, Gestion de projet, Innovation, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/rejoignez-al-amana-microfinance-en-tant-quingenieur-de-developpement/
Rejoignez Lydec en tant qu’Ingénieur !,Non spécifié,Casablanca,Construction,Non spécifié,Non spécifié,30 ans,Non spécifié,Non spécifié,"Communication, Initiative, Innovation, Rigueur, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/rejoignez-lydec-en-tant-quingenieur/
Al Amana Microfinance Recrute des Ingénieurs,Al Amana Microfinance,Rabat,Non spécifié,Non spécifié,Bac+5,5 ans,Python,Non spécifié,"Innovation, Organisation, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/al-amana-microfinance-recrute-des-ingenieurs/
Rejoignez Delta Holding: Postes d’Ingénieurs en Génie Civil Disponibles,Non spécifié,Skhirat,"Btp, Construction, Métallurgie, Énergie",Non spécifié,Non spécifié,40 ans,Non spécifié,Non spécifié,"Communication, Innovation, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/rejoignez-delta-holding-postes-dingenieurs-en-genie-civil-disponibles/
Opportunité chez Daher pour Ingénieur Méthodes,Non spécifié,Tanger,"Automobile, Aéronautique, Procédés",Non spécifié,Non spécifié,6 ans,Non spécifié,Non spécifié,"Communication, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/opportunite-chez-daher-pour-ingenieurs-methodes/
Safran offre des Opportunités Uniques pour des Ingénieurs,Non spécifié,Casablanca,Aéronautique,Non spécifié,Non spécifié,2 à 5 ans,Non spécifié,Non spécifié,"Communication, Créativité, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/safran-offre-des-opportunites-uniques-pour-des-ingenieurs/
Concours de Recrutement PORTNET 2024 (2 Ingénieurs Etude et Développement),Non spécifié,Non spécifié,Logistique,Stage,Bac+5,1 an,Non spécifié,"Français, Anglais, Arabe","Adaptabilité, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi-public/concours-de-recrutement-portnet-2024-2-ingenieurs-etude-et-developpement/
SNTM recherche des Ingénieurs Travaux,Non spécifié,Casablanca,Construction,Non spécifié,Non spécifié,10 ans,Non spécifié,Non spécifié,"Innovation, Travailler en équipe",https://www.dreamjob.ma/emploi/sntm-recherche-des-ingenieurs-travaux/
Offre d’Emploi: Ingénieurs Recherche et Développement chez PayLogic,Non spécifié,Casablanca,Non spécifié,CDI,Non spécifié,Non spécifié,Python,Non spécifié,"Communication, Innovation, Résolution de problèmes, Travail en équipe",https://www.dreamjob.ma/emploi/offre-demploi-ingenieurs-recherche-et-developpement-chez-paylogic/
Rabat Région Aménagements recrute 6 Ingénieurs BTP et Suivi des Travaux,Rabat Région Aménagements,Rabat,"Btp, Construction",Non spécifié,Non spécifié,Non spécifié,Modélisation,Non spécifié,"Communication, Leadership, Organisation",https://www.dreamjob.ma/emploi-public/rabat-region-amenagements-recrute-ingenieurs-btp-suivi-travaux/
JESA OCP recrute des Ingénieurs Génie Civil,JESA OCP,Casablanca,Construction,Non spécifié,Non spécifié,5 ans,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi/jesa-ocp-recrute-ingenieurs-genie-civil/
AZOLIS recrute Ingénieur Etudes et Responsable Administratif,AZOLIS,Casablanca,Non spécifié,CDI,Bac+5,2 ans,Autocad,"Français, Anglais, Arabe","Autonomie, Communication, Organisation",https://www.dreamjob.ma/emploi/azolis-recrute-ingenieur-etudes-responsable-administratif/
CFG Bank recrute des Ingénieurs Systèmes sur Casablanca,CFG Bank,Casablanca,Non spécifié,Non spécifié,Non spécifié,2 ans,Non spécifié,Non spécifié,"Autonome, Innovation, Rigueur",https://www.dreamjob.ma/emploi/cfg-bank-recrute-ingenieurs-systemes/
